NF;Data emissão NF;Qtde. Volumes;CIA;CTRC;Data emissão CTE;Cód. Destinatário;Destinatário;Cidade Destino;UF;Agente Transporte;Tipo Agente;Data de inicio de transporte;Previsão;Data da entrega;Status;Ocorrência Entrega;Nome Recebedor;Status 2;Motivo;Status Parceiro
138831;02/01/2025;1;LOU01;8314;02/01/2025;1500001279;ANDAIMES MARILIA EQUIPAMENTOS PARA CONST;MARILIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;02/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138832;02/01/2025;1;LOU01;8305;02/01/2025;44846673;O.F.PIRES MANUTENCAO E OPERACAO DE MAQUI;SETE LAGOAS;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138833;02/01/2025;1;LOU01;8316;02/01/2025;695748;PTA COM E LOC DE EQUIP LTDA;ARUJA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138835;02/01/2025;1;LOU01;8313;02/01/2025;44789987;TRADIMAQ LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;08/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138837;02/01/2025;1;LOU01;8302;02/01/2025;738980;AURABRASIL TRANSP MAQ E EQUIP LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138840;02/01/2025;1;LOU01;8301;02/01/2025;696038;A GERADORA ALUGUEL DE MAQUINAS S/A;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;02/01/2025;13/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138841;02/01/2025;1;LOU01;8300;02/01/2025;695010;A GERADORA ALUGUEL;NOSSA SENHORA DO SOCORRO;SE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;02/01/2025;14/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138842;02/01/2025;1;LOU01;8300;02/01/2025;695010;A GERADORA ALUGUEL;NOSSA SENHORA DO SOCORRO;SE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;02/01/2025;14/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138844;02/01/2025;1;LOU01;8315;02/01/2025;44999287;LOCALL LOCACAO DE EQUIPAMENTOS;JOINVILLE;SC;ALFA TRANSPORTES EIRELLI;Transportadora;02/01/2025;07/01/2025;08/01/2025;Entregue Fora do Prazo;Atraso na transferência entre filiais do transportador.;;Entrega Finalizada;Atraso Transferência;Entregue Fora do Prazo
138845;02/01/2025;1;LOU01;8303;02/01/2025;44822314;LOCALL LOCACAO DE MAQUINAS;SAO JOSE;SC;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138846;02/01/2025;2;LOU01;8322;02/01/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;XD BETIM;Agregado;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138847;02/01/2025;1;LOU01;8307;02/01/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138848;02/01/2025;1;LOU01;8313;02/01/2025;44789987;TRADIMAQ LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;08/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138849;02/01/2025;1;LOU01;8313;02/01/2025;44789987;TRADIMAQ LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;08/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138850;02/01/2025;1;LOU01;8323;02/01/2025;694268;TRADIMAQ LTDA;TAUBATE;SP;XD DDA;Agregado;02/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138851;02/01/2025;1;LOU01;8308;02/01/2025;694013;TRADIMAQ LTDA;GOIANIA;GO;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138852;02/01/2025;1;LOU01;8309;02/01/2025;694453;TRIANGULO LOCACOES DE GUINDASTES LTDA;UBERLANDIA;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138853;02/01/2025;1;LOU01;8312;02/01/2025;1500001247;TEREX LATIN AMERICA IND COM EQ CON LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;08/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138854;02/01/2025;1;LOU01;8304;02/01/2025;615108;MOTORMAC RENTAL LOCACAO DE EQ. SA;PORTO ALEGRE;RS;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138855;02/01/2025;1;LOU01;8321;02/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138856;02/01/2025;1;LOU01;8321;02/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138857;02/01/2025;1;LOU01;8321;02/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138858;02/01/2025;1;LOU01;8311;02/01/2025;732008;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138859;02/01/2025;1;LOU01;8311;02/01/2025;732008;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138860;02/01/2025;1;LOU01;8310;02/01/2025;726776;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;SERRA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;08/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138861;02/01/2025;1;LOU01;8306;02/01/2025;17833985;RXR LOCACOES EIRELI;SETE LAGOAS;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138862;02/01/2025;1;LOU01;8306;02/01/2025;17833985;RXR LOCACOES EIRELI;SETE LAGOAS;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138863;02/01/2025;1;LOU01;8311;02/01/2025;732008;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;02/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138864;02/01/2025;1;LOU01;8306;02/01/2025;17833985;RXR LOCACOES EIRELI;SETE LAGOAS;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;02/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
137609;26/11/2024;1;LOU01;8364;03/01/2025;695280;RENEO PANCA EPP;VARGEM GRANDE PAULISTA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138834;02/01/2025;1;LOU01;8363;03/01/2025;2454418;SAFETY RENTALS COMERCIO E LOCACAO EQUIP;SAO PAULO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;03/01/2025;03/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138836;02/01/2025;1;LOU01;8362;03/01/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;03/01/2025;03/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138839;02/01/2025;1;LOU01;8360;03/01/2025;694871;ESTAF EQUIPAMENTOS S/A;SANTANA DE PARNAIBA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;03/01/2025;06/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138843;02/01/2025;1;LOU01;8361;03/01/2025;721550;LIDER PLATAFORMA COMERCIO E LOCACAO LTDA;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;03/01/2025;03/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138870;03/01/2025;1;LOU01;8404;03/01/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;03/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138871;03/01/2025;1;LOU01;8412;03/01/2025;720458;C C L LOC DE MAQ E EQUIP LTDA-EPP;ANANINDEUA;PA;CARVALIMA TRANSP. LTDA;Transportadora;03/01/2025;16/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138872;03/01/2025;1;LOU01;8403;03/01/2025;44829152;CORSI - RENTAL LTDA;SANTO ANDRE;SP;XD DDA;Agregado;03/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138873;03/01/2025;1;LOU01;8407;03/01/2025;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138874;03/01/2025;1;LOU01;8400;03/01/2025;695365;ENTEC - MAQUINAS E EQUIPAMENTOS LTDA;MANAUS;AM;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;13/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138875;03/01/2025;1;LOU01;8408;03/01/2025;695370;LOCAR GUINDASTES E TRANSP INTERMOD S/A;SUMARE;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138876;03/01/2025;1;LOU01;8405;03/01/2025;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;03/01/2025;08/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138879;03/01/2025;1;LOU01;8409;03/01/2025;727041;LOCGUEL LOC DE EQUIP PARA CONSTRUCAO SA;CAMPINAS;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;03/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138881;03/01/2025;1;LOU01;8406;03/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;03/01/2025;08/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138882;03/01/2025;2;LOU01;8410;03/01/2025;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138883;03/01/2025;1;LOU01;8402;03/01/2025;44999141;PESA RENTAL LOCACOES S.A;CURITIBA;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138884;03/01/2025;1;LOU01;8402;03/01/2025;44999141;PESA RENTAL LOCACOES S.A;CURITIBA;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138885;03/01/2025;1;LOU01;8402;03/01/2025;44999141;PESA RENTAL LOCACOES S.A;CURITIBA;PR;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138886;03/01/2025;1;LOU01;8410;03/01/2025;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138887;03/01/2025;1;LOU01;8407;03/01/2025;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138889;03/01/2025;1;LOU01;8411;03/01/2025;695748;PTA COM E LOC DE EQUIP LTDA;ARUJA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;03/01/2025;08/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138893;03/01/2025;1;LOU01;8401;03/01/2025;730569;LOCGUEL LOC DE EQUIP CONSTRUCAO;FORTALEZA;CE;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;09/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138894;03/01/2025;1;LOU01;8399;03/01/2025;44787913;ACESSO EQUIPAMENTOS;BELO HORIZONTE;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;09/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138896;03/01/2025;2;LOU01;8413;03/01/2025;1500001068;DELTA MAQUINAS LTDA;ANANINDEUA;PA;CARVALIMA TRANSP. LTDA;Transportadora;03/01/2025;16/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138897;03/01/2025;1;LOU01;8415;03/01/2025;726327;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;JABOATAO DOS GUARARAPES;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;03/01/2025;20/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138899;03/01/2025;1;LOU01;8414;03/01/2025;716415;TDL LOCACAO E MANUT DE MAQ E EQUIP LTDA;ANANINDEUA;PA;CARVALIMA TRANSP. LTDA;Transportadora;03/01/2025;16/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138900;03/01/2025;1;LOU01;8416;03/01/2025;1500000958;TRIMAK ENGENHARIA E COMERCIO LTDA;SERRA;ES;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;03/01/2025;09/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138892;03/01/2025;1;LOU01;8406;03/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;03/01/2025;08/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138895;03/01/2025;1;LOU01;8406;03/01/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;03/01/2025;08/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138877;03/01/2025;1;LOU01;8438;06/01/2025;44778992;MILLS ESTRUTURA E SERVICOS DE ENGENHARIA;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;06/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138878;03/01/2025;1;LOU01;8439;06/01/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;06/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138880;03/01/2025;1;LOU01;8441;06/01/2025;1333304;URBE LOCACAO IND E COM DE EQUIPAMENTOS;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;06/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138888;03/01/2025;1;LOU01;8439;06/01/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;06/01/2025;06/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138890;03/01/2025;1;LOU01;8440;06/01/2025;1087453;TRIMAK ENGENHARIA E COMERCIO LTDA;CAIEIRAS;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;06/01/2025;07/01/2025;06/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138898;03/01/2025;1;LOU01;8484;06/01/2025;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;09/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138901;06/01/2025;1;LOU01;8482;06/01/2025;667568;LOCACERTO SERV. DE LOCACAO DE EQUIP.;BARRA MANSA;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;06/01/2025;14/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138902;06/01/2025;1;LOU01;8486;06/01/2025;696184;MILLS ESTRUTURAS E SERV DE ENG S/A;RIO GRANDE;RS;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;14/01/2025;13/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138903;06/01/2025;1;LOU01;8487;06/01/2025;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;13/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138904;06/01/2025;1;LOU01;8475;06/01/2025;44917898;FORZA MANUTENCOES LTDA;DOURADOS;MS;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;06/01/2025;20/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138905;06/01/2025;1;LOU01;8487;06/01/2025;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;13/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138906;06/01/2025;1;LOU01;8479;06/01/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;06/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138907;06/01/2025;1;LOU01;8483;06/01/2025;1500001004;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;MACAE;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;06/01/2025;14/01/2025;10/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138908;06/01/2025;1;LOU01;8481;06/01/2025;216783;PAREX SERVICE LTDA;NOVA LIMA;MG;XD BETIM;Agregado;06/01/2025;09/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138910;06/01/2025;1;LOU01;8476;06/01/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;06/01/2025;10/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138911;06/01/2025;1;LOU01;8485;06/01/2025;692451;LOREZON LOC. DE EQUIP. ITU EIRELI;ITU;SP;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;09/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138912;06/01/2025;1;LOU01;8478;06/01/2025;1500000958;TRIMAK ENGENHARIA E COMERCIO LTDA;SERRA;ES;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;06/01/2025;10/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138913;06/01/2025;1;LOU01;8487;06/01/2025;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;13/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138914;06/01/2025;1;LOU01;8484;06/01/2025;1500001045;D. E. RIBEIRO MAQUINAS - ME;HORTOLANDIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;06/01/2025;09/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138916;06/01/2025;1;LOU01;8479;06/01/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;06/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138917;06/01/2025;1;LOU01;8480;06/01/2025;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;06/01/2025;09/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138919;06/01/2025;1;LOU01;8477;06/01/2025;694013;TRADIMAQ LTDA;GOIANIA;GO;EMP.  BRA. CORREIOS  TELEGRAFOS;Transportadora;06/01/2025;10/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138437;17/12/2024;2;LOU01;8549;07/01/2025;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;07/01/2025;10/01/2025;09/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138915;06/01/2025;1;LOU01;8540;07/01/2025;44939905;DCCO LOCADORA DE MAQUINAS E EQUIPAMENTOS;BRASILIA;DF;MIRA OTM TRANSP LTDA;Transportadora;07/01/2025;13/01/2025;13/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138918;06/01/2025;1;LOU01;8510;07/01/2025;703905;RENTAL MASTER LOC DE MAQ E EQUIPAMENTOS;BARUERI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;07/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138920;06/01/2025;1;LOU01;8509;07/01/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;07/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138921;06/01/2025;2;LOU01;8536;07/01/2025;44829152;CORSI - RENTAL LTDA;SANTO ANDRE;SP;XD DDA;Agregado;07/01/2025;08/01/2025;08/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138922;06/01/2025;1;LOU01;8551;07/01/2025;738151;TOTAL PLATAFORMAS COM E MAR EQ LTDA;ITAJAI;SC;ALFA TRANSPORTES EIRELLI;Transportadora;07/01/2025;14/01/2025;14/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138923;06/01/2025;1;LOU01;8541;07/01/2025;726776;LOCGUEL LOCADORA DE EQUIPAMENTOS PARA CO;SERRA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;07/01/2025;13/01/2025;10/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
138924;06/01/2025;2;LOU01;8509;07/01/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;07/01/2025;07/01/2025;07/01/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
