NF;Data emissão NF;Qtde. Volumes;CIA;CTRC;Data emissão CTE;Cód. Destinatário;Destinatário;Cidade Destino;UF;Agente Transporte;Tipo Agente;Data de inicio de transporte;Previsão;Data da entrega;Status;Ocorrência Entrega;Nome Recebedor;Status 2;Motivo;Status Parceiro
141461;25/03/2025;1;LOU01;14088;26/03/2025;1333304;URBE LOCACAO IND E COM DE EQUIPAMENTOS;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;26/03/2025;26/03/2025;26/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141470;26/03/2025;1;LOU01;14095;26/03/2025;696184;MILLS ESTRUTURAS E SERV DE ENG S/A;RIO GRANDE;RS;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;03/04/2025;11/04/2025;Entregue Fora do Prazo;Atraso no processo de transbordo no distribuidor. ;;Entrega Finalizada;Atraso Transferência;Entregue Fora do Prazo
141472;26/03/2025;1;LOU01;14092;26/03/2025;44832641;HILLCO LOCACAO E COMERCIO LTDA;ATIBAIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;31/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141473;26/03/2025;1;LOU01;14092;26/03/2025;44832641;HILLCO LOCACAO E COMERCIO LTDA;ATIBAIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;31/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141479;26/03/2025;1;LOU01;14092;26/03/2025;44832641;HILLCO LOCACAO E COMERCIO LTDA;ATIBAIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;31/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141480;26/03/2025;1;LOU01;14096;26/03/2025;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;02/04/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
14387;19/03/2025;3;LOU01;14214;27/03/2025;695103;TEREX LATIN AMERICA IND COM DE EQUI LTDA;JUNDIAI;SP;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141352;21/03/2025;2;LOU01;14261;27/03/2025;44834578;PALACIO LOCACAO DE MAQUINAS;JABOATAO DOS GUARARAPES;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;24/03/2025;08/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141358;24/03/2025;1;LOU01;14235;27/03/2025;45265112;LOQFACIL EQUIPAMENTOS;JOAO PESSOA;PB;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141383;24/03/2025;1;LOU01;14239;27/03/2025;2937905;W RENTAL LOCADORA DE EQUIP;ITAJAI;SC;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141482;26/03/2025;5;LOU01;14212;27/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;27/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141483;26/03/2025;1;LOU01;14231;27/03/2025;5930544;DCCO DISTRIBUIDORA DE MAQUINAS E EQUIP;GOIANIA;GO;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141484;26/03/2025;1;LOU01;14262;27/03/2025;44822411;LIFT LOCADORA LTDA;SANTO ANDRE;SP;XD DDA;Agregado;26/03/2025;27/03/2025;28/03/2025;Entregue Fora do Prazo;28/03 - Volume chegou no distribuidor no horário da noite. Neste caso não foi possível expedir para a entrega no dia 27/03. ;;Entrega Finalizada;Atraso Transferência;Entregue Fora do Prazo
141485;26/03/2025;1;LOU01;14209;27/03/2025;44937917;ARW RENTAL LOC. DE EQUIP. E MANUT. LTDA;BARUERI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;28/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141486;26/03/2025;2;LOU01;14241;27/03/2025;44822922;LKS LOCADORA E MANUTENCAO DE PLAT DE ELE;TOLEDO;PR;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141487;26/03/2025;1;LOU01;14242;27/03/2025;45650642;LOCALL LOCACAO DE EQUIPAMENTOS;SAO JOSE DOS PINHAIS;PR;ALFA TRANSPORTES EIRELLI;Transportadora;26/03/2025;28/03/2025;31/03/2025;Entregue Fora do Prazo;Atraso operacional na unidade de destino.;;Entrega Finalizada;Atraso Operacional;Entregue Fora do Prazo
141488;26/03/2025;1;LOU01;14212;27/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;27/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141489;26/03/2025;1;LOU01;14211;27/03/2025;44778992;MILLS ESTRUTURA E SERVICOS DE ENGENHARIA;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;27/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141490;26/03/2025;2;LOU01;14212;27/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;27/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141491;26/03/2025;1;LOU01;14266;27/03/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;26/03/2025;31/03/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141493;27/03/2025;1;LOU01;14210;27/03/2025;45017601;MANUTENTEC PECAS E SERVICOS LTDA;SANTANA DE PARNAIBA;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;27/03/2025;27/03/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141495;27/03/2025;1;LOU01;14268;27/03/2025;715287;MILLS ESTRUTURA E SERV DE ENGENHARIA S/A;ANANINDEUA;PA;CARVALIMA TRANSP. LTDA;Transportadora;27/03/2025;09/04/2025;04/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141496;27/03/2025;1;LOU01;14264;27/03/2025;694268;TRADIMAQ LTDA;TAUBATE;SP;XD DDA;Agregado;27/03/2025;31/03/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141497;27/03/2025;1;LOU01;14265;27/03/2025;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141498;27/03/2025;1;LOU01;14266;27/03/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;27/03/2025;01/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141499;27/03/2025;1;LOU01;14245;27/03/2025;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141500;27/03/2025;1;LOU01;14227;27/03/2025;36801166;ACM LOCACOES ESTRUTURAS E SERVICOS LTDA;CAMPO GRANDE;MS;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141501;27/03/2025;1;LOU01;14229;27/03/2025;44847053;CASA DA LOC DE MAQ E EQUIPAMENTOS LTDA;DOURADOS;MS;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;10/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141502;27/03/2025;1;LOU01;14232;27/03/2025;1500000978;ESTAF EQUIPAMENTOS SA 1899700;LAURO DE FREITAS;BA;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;04/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141503;27/03/2025;1;LOU01;14240;27/03/2025;45909606;ESTAF EQUIPAMENTOS S/A;CACHOEIRINHA;RS;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;31/03/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141504;27/03/2025;1;LOU01;14233;27/03/2025;44822922;LKS LOCADORA E MANUTENCAO DE PLAT DE ELE;TOLEDO;PR;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141505;27/03/2025;1;LOU01;14263;27/03/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;27/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141506;27/03/2025;1;LOU01;14237;27/03/2025;694455;SUPORTE EQUIPAMENTOS LTDA;NOVA LIMA;MG;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141507;27/03/2025;1;LOU01;14263;27/03/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;27/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141508;27/03/2025;1;LOU01;14238;27/03/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141509;27/03/2025;1;LOU01;14246;27/03/2025;695748;PTA COM E LOC DE EQUIP LTDA;ARUJA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;01/04/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141510;27/03/2025;1;LOU01;14236;27/03/2025;45131501;LUCARI MANUTENCAO LTDA;UBERLANDIA;MG;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141511;27/03/2025;1;LOU01;14269;27/03/2025;668009;TRIMAK ENGENHARIA E COMERCIO LTDA;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141512;27/03/2025;1;LOU01;14260;27/03/2025;9000000084;MILLS ESTRUTURAS E SERVICOS DE ENGENHAR;CABO DE SANTO AGOSTINHO;PE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;27/03/2025;11/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141513;27/03/2025;1;LOU01;14263;27/03/2025;243781;LOCAR TRANSPORTES TECNICOS E GUINDASTES;GUARULHOS;SP;XD DDA;Agregado;27/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141514;27/03/2025;1;LOU01;14259;27/03/2025;694221;MILLS ESTR. E SERV. DE ENGENH. S/A;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;27/03/2025;07/04/2025;07/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141515;27/03/2025;1;LOU01;14244;27/03/2025;44840619;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CACHOEIRINHA;RS;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141516;27/03/2025;1;LOU01;14243;27/03/2025;690065;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;PAULINIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;01/04/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141517;27/03/2025;1;LOU01;14247;27/03/2025;45909326;TDL LOCACOES DE EQUIPAMENTOS LTDA;MATAO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;02/04/2025;04/02/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141520;27/03/2025;1;LOU01;14234;27/03/2025;695731;LOCAR GUINDASTES E TRANS. INTERMODAIS SA;SERRA;ES;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141522;27/03/2025;1;LOU01;14230;27/03/2025;44891388;CESAR NIEHUES E CIA LTDA;JOINVILLE;SC;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141523;27/03/2025;1;LOU01;14242;27/03/2025;45650642;LOCALL LOCACAO DE EQUIPAMENTOS;SAO JOSE DOS PINHAIS;PR;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;31/03/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141525;27/03/2025;1;LOU01;14257;27/03/2025;696038;A GERADORA ALUGUEL DE MAQUINAS S/A;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;27/03/2025;07/04/2025;04/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141526;27/03/2025;1;LOU01;14258;27/03/2025;1500001053;AURA BRASIL TRANSPORTES MAQ E EQUIP LTDA;SALVADOR;BA;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;27/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141527;27/03/2025;1;LOU01;14228;27/03/2025;44824894;ARK MANUTENCAO DE MAQUINAS;ARAUCARIA;PR;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;27/03/2025;02/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141529;27/03/2025;1;LOU01;14265;27/03/2025;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141530;27/03/2025;3;LOU01;14267;27/03/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;XD BETIM;Agregado;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141532;27/03/2025;1;LOU01;14275;27/03/2025;44840840;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CHAPECO;SC;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141533;27/03/2025;1;LOU01;14274;27/03/2025;694221;MILLS ESTR. E SERV. DE ENGENH. S/A;FORTALEZA;CE;TERMACO TERM. M. CONT. SERV ACESS. LTDA;Transportadora;27/03/2025;07/04/2025;07/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141220;17/03/2025;1;LOU01;14386;28/03/2025;695103;TEREX LATIN AMERICA IND COM DE EQUI LTDA;JUNDIAI;SP;XD DDA;Agregado;28/03/2025;02/04/2025;20/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141244;18/03/2025;3;LOU01;14384;28/03/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;XD BETIM;Agregado;28/03/2025;02/04/2025;21/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141310;20/03/2025;1;LOU01;14342;28/03/2025;690529;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;CUIABA;MT;CARVALIMA TRANSP. LTDA;Transportadora;20/03/2025;03/04/2025;27/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141518;27/03/2025;1;LOU01;14317;28/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141519;27/03/2025;1;LOU01;14317;28/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141521;27/03/2025;1;LOU01;14317;28/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141524;27/03/2025;1;LOU01;14317;28/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141528;27/03/2025;1;LOU01;14316;28/03/2025;721550;LIDER PLATAFORMA COMERCIO E LOCACAO LTDA;OSASCO;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141536;27/03/2025;1;LOU01;14378;28/03/2025;662531;MILLS ESTRUTURAS SERV DE ENGENH SA;CONTAGEM;MG;XD BETIM;Agregado;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141537;27/03/2025;4;LOU01;14317;28/03/2025;45047104;MILLS LOCACAO SERVICOS E LOGISTICA S.A;JUNDIAI;SP;FRANCISCHINI TRANSPORTADORA DE CARGAS LT;Transportadora;28/03/2025;28/03/2025;28/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141538;27/03/2025;1;LOU01;14387;28/03/2025;1500001017;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;SAO VICENTE;SP;ALFA TRANSPORTES EIRELLI;Transportadora;27/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141540;28/03/2025;1;LOU01;14327;28/03/2025;44779182;ANIOLA COMERCIO DE MAQUINAS E SERVICOS E;CACHOEIRINHA;RS;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;28/03/2025;01/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141541;28/03/2025;1;LOU01;14328;28/03/2025;738980;AURABRASIL TRANSP MAQ E EQUIP LTDA;CONTAGEM;MG;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;28/03/2025;03/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141542;28/03/2025;1;LOU01;14356;28/03/2025;725255;CBI - COM. BRASILEIRO DE ISOL. TERMICO;PRESIDENTE PRUDENTE;SP;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;03/04/2025;Entregue Fora do Prazo;Atraso no processo embarque no distribuidor. ;;Entrega Finalizada;Atraso Operacional;Entregue Fora do Prazo
141543;28/03/2025;1;LOU01;14337;28/03/2025;1500001171;EMPILHADEIRA SANTANA LTDA;GOIANIA;GO;EXRESSO RIO VERMELHO TRANSPORTES LTDA;Transportadora;28/03/2025;03/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141544;28/03/2025;1;LOU01;14339;28/03/2025;1500001247;TEREX LATIN AMERICA IND COM EQ CON LTDA;CARIACICA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;28/03/2025;03/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141545;28/03/2025;1;LOU01;14332;28/03/2025;136404;TRADIMAQ LTDA;CONTAGEM;MG;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;28/03/2025;03/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141547;28/03/2025;1;LOU01;14357;28/03/2025;695189;HILLCO EQUIPAMENTOS LTDA;ATIBAIA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141548;28/03/2025;1;LOU01;14326;28/03/2025;695755;A GERADORA DE ALUGUEL DE MAQUINAS S.A;GOIANIA;GO;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;28/03/2025;03/04/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141549;28/03/2025;3;LOU01;14362;28/03/2025;695280;RENEO PANCA EPP;VARGEM GRANDE PAULISTA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141550;28/03/2025;1;LOU01;14375;28/03/2025;1500000980;HAZAK DO BRASIL COMERCIO E LOCACAO DE MA;SAO BERNARDO DO CAMPO;SP;XD DDA;Agregado;28/03/2025;31/03/2025;31/03/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141551;28/03/2025;1;LOU01;14359;28/03/2025;44870407;LOCARMIX LTDA ME;SAO JOAQUIM DA BARRA;SP;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;04/02/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141552;28/03/2025;1;LOU01;14360;28/03/2025;44840840;MILLS LOCACAO SERVICOS E LOGISTICA S.A;CHAPECO;SC;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141553;28/03/2025;1;LOU01;14338;28/03/2025;41324897;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;SERRA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;28/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141554;28/03/2025;1;LOU01;14379;28/03/2025;725881;ORGUEL INDUST. E LOCACAO DE EQUIPAMENTOS;VESPASIANO;MG;XD BETIM;Agregado;28/03/2025;02/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141555;28/03/2025;1;LOU01;14361;28/03/2025;44828844;ORGUEL IND LOC EQUIP S A;RIBEIRAO PRETO;SP;ALFA TRANSPORTES EIRELLI;Transportadora;28/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141556;28/03/2025;1;LOU01;14377;28/03/2025;703905;RENTAL MASTER LOC DE MAQ E EQUIPAMENTOS;BARUERI;SP;XD DDA;Agregado;28/03/2025;02/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141557;28/03/2025;1;LOU01;14331;28/03/2025;44812166;RTR REPRESENTACAO E DISTRIBUICAO LTDA ME;APARECIDA DE GOIANIA;GO;LIMA E CIACCI ENCOMENDAS URGENTES LTDA;Transportadora;28/03/2025;03/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141558;28/03/2025;1;LOU01;14341;28/03/2025;1500000958;TRIMAK ENGENHARIA E COMERCIO LTDA;SERRA;ES;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;28/03/2025;03/04/2025;03/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141559;28/03/2025;1;LOU01;14340;28/03/2025;668009;TRIMAK ENGENHARIA E COMERCIO LTDA;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;28/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141560;28/03/2025;1;LOU01;14340;28/03/2025;668009;TRIMAK ENGENHARIA E COMERCIO LTDA;RIO DE JANEIRO;RJ;RODOVIARIO CAMILO DOS SANTOS FILHO LTDA;Transportadora;28/03/2025;02/04/2025;01/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
141563;28/03/2025;1;LOU01;14376;28/03/2025;690120;MILLS ESTRUTURAS E SERVICOS DE ENGENHARI;COTIA;SP;XD DDA;Agregado;28/03/2025;02/04/2025;02/04/2025;Entregue No Prazo;Entregue Normal;;Entrega Finalizada;-;Entregue No Prazo
